"","FTHG","FTAG","HTHG","HTAG","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","L","D","W"
"2224",3,0,2,0,14,15,8,5,6,5,3,6,1,2,0,0,0,0,1
"2225",1,2,1,1,11,17,1,8,10,9,4,4,4,0,0,0,1,0,0
"2226",5,1,1,1,29,8,11,4,12,8,8,2,0,2,0,0,0,0,1
"2227",1,0,0,0,14,7,4,4,7,12,2,4,0,2,0,0,0,0,1
"2228",1,0,1,0,14,13,3,3,10,12,8,8,1,3,0,0,0,0,1
"2229",0,1,0,0,19,6,7,4,9,7,5,5,0,0,0,0,1,0,0
"2230",1,0,1,0,10,13,3,1,12,11,4,5,1,1,0,0,0,0,1
"2231",0,1,0,0,24,20,6,3,17,15,6,6,3,1,0,0,1,0,0
"2232",3,3,3,1,6,20,5,8,11,8,2,2,4,2,0,0,0,1,0
"2233",3,2,2,0,10,13,4,5,7,9,7,7,1,3,1,0,0,0,1
"2234",0,1,0,0,7,26,4,3,8,13,5,12,0,2,1,0,1,0,0
"2235",3,1,1,1,14,12,8,2,14,12,4,3,2,2,0,0,0,0,1
"2236",2,3,0,1,17,7,5,4,6,10,13,3,1,2,0,0,1,0,0
"2237",2,2,1,0,16,11,4,3,14,10,3,6,1,2,0,0,0,1,0
"2238",0,0,0,0,6,3,1,2,11,11,5,3,0,2,0,0,0,1,0
"2239",1,1,0,1,13,14,4,5,6,12,12,7,2,3,0,0,0,1,0
"2240",1,2,1,1,31,7,15,3,11,14,10,4,1,2,0,0,1,0,0
"2241",1,2,1,1,14,10,4,2,6,9,2,8,2,0,0,0,1,0,0
"2242",3,1,1,1,14,11,5,4,8,11,4,5,0,1,0,0,0,0,1
"2243",0,1,0,0,13,11,4,3,7,16,3,11,1,1,0,0,1,0,0
"2244",2,0,2,0,17,9,5,2,9,8,6,5,2,2,0,0,0,0,1
"2245",0,3,0,2,13,12,4,6,10,7,7,0,1,1,0,0,1,0,0
"2246",2,3,0,2,13,14,5,6,16,10,8,3,3,2,0,0,1,0,0
"2247",3,1,3,1,19,10,6,3,9,7,8,2,1,1,0,0,0,0,1
"2248",2,2,0,0,10,8,3,4,8,7,7,2,1,3,0,0,0,1,0
"2249",4,0,1,0,25,9,11,2,13,9,5,3,1,1,0,0,0,0,1
"2250",2,0,2,0,14,9,4,2,13,12,4,7,0,2,0,0,0,0,1
"2251",0,1,0,1,17,16,3,4,11,6,4,3,1,2,1,0,1,0,0
"2252",4,1,2,1,11,11,8,3,9,12,9,6,1,3,0,0,0,0,1
"2253",1,0,1,0,19,9,6,3,14,8,7,6,0,1,0,0,0,0,1
"2254",0,2,0,2,3,16,2,6,9,10,4,8,3,1,0,0,1,0,0
"2255",0,2,0,1,26,11,8,4,9,7,14,3,0,4,0,0,1,0,0
"2256",4,0,2,0,21,6,7,1,10,11,11,5,5,3,0,1,0,0,1
"2257",3,0,2,0,20,8,8,3,9,8,14,0,3,2,0,0,0,0,1
"2258",3,1,3,1,15,7,9,2,14,9,8,5,0,0,0,0,0,0,1
"2259",2,3,1,2,9,18,4,6,3,9,4,3,0,3,0,0,1,0,0
"2260",0,1,0,1,17,8,2,1,11,12,8,0,2,1,0,0,1,0,0
"2261",3,0,1,0,22,16,6,3,9,6,10,6,1,0,0,0,0,0,1
"2262",4,1,1,0,23,10,8,2,9,13,3,5,0,2,0,0,0,0,1
"2263",0,1,0,0,12,18,3,4,11,5,3,5,1,1,0,0,1,0,0
"2264",2,0,2,0,20,12,8,3,10,16,10,6,0,4,0,1,0,0,1
"2265",1,0,1,0,15,11,4,1,9,6,9,10,2,2,0,0,0,0,1
"2266",0,0,0,0,23,6,4,3,9,17,5,2,1,3,0,0,0,1,0
"2267",3,3,0,1,10,26,6,9,7,12,7,7,2,3,0,0,0,1,0
"2268",3,1,1,0,18,2,7,2,13,9,8,0,1,1,0,0,0,0,1
"2269",4,0,0,0,18,5,9,0,8,9,7,2,1,2,0,0,0,0,1
"2270",2,0,2,0,10,13,4,3,14,12,5,0,0,0,0,0,0,0,1
"2271",1,2,1,0,10,28,4,7,7,9,3,8,1,2,0,0,1,0,0
"2272",2,2,0,1,15,15,5,6,11,15,6,4,3,1,0,0,0,1,0
"2273",0,2,0,1,12,11,3,4,8,8,6,4,0,1,0,0,1,0,0
"2274",2,1,0,1,13,8,5,2,8,16,6,2,1,3,0,2,0,0,1
"2275",2,0,1,0,28,3,7,0,7,9,12,1,2,2,0,0,0,0,1
"2276",0,2,0,0,11,14,5,8,6,5,4,4,1,0,0,0,1,0,0
"2277",1,1,1,0,15,8,6,2,16,5,6,2,3,2,0,0,0,1,0
"2278",1,3,0,2,20,8,4,4,14,15,6,3,2,3,0,0,1,0,0
"2279",3,0,3,0,12,4,6,1,11,11,5,1,1,0,0,0,0,0,1
"2280",1,2,0,1,17,15,4,4,4,7,11,6,0,0,0,0,1,0,0
"2281",2,1,1,1,14,4,6,2,13,19,9,3,2,2,0,1,0,0,1
"2282",2,2,1,2,11,13,3,3,16,10,3,6,1,1,0,0,0,1,0
"2283",1,2,0,1,14,5,5,4,14,20,4,0,2,4,0,0,1,0,0
"2284",0,1,0,0,19,11,6,4,10,10,8,9,1,2,0,0,1,0,0
"2285",0,1,0,0,12,7,2,2,14,9,2,8,0,3,0,0,1,0,0
"2286",2,2,1,1,10,7,5,2,18,9,6,3,3,1,0,0,0,1,0
"2287",0,1,0,0,18,10,4,4,12,10,8,5,1,0,1,1,1,0,0
"2288",2,1,1,0,12,12,5,6,8,11,2,6,1,2,0,0,0,0,1
"2289",0,2,0,1,12,13,0,5,8,11,3,3,1,5,0,0,1,0,0
"2290",1,3,1,3,9,11,2,3,6,7,4,3,1,1,0,0,1,0,0
"2291",0,0,0,0,9,11,0,4,11,8,7,7,4,0,0,1,0,1,0
"2292",2,0,0,0,27,6,10,4,11,11,8,7,0,1,0,0,0,0,1
"2293",1,3,0,2,9,17,4,8,14,11,6,9,1,3,0,0,1,0,0
"2294",2,2,2,0,8,13,2,3,10,18,3,3,1,4,0,0,0,1,0
"2295",0,0,0,0,8,8,2,2,14,15,1,5,1,2,0,0,0,1,0
"2296",1,0,1,0,10,12,5,1,14,13,2,3,2,1,0,0,0,0,1
"2297",1,1,1,0,9,19,2,3,10,10,4,5,1,3,1,0,0,1,0
"2298",1,1,1,1,11,10,3,3,10,15,4,4,0,2,0,0,0,1,0
"2299",4,0,3,0,18,9,5,1,12,6,7,6,0,1,0,0,0,0,1
"2300",3,1,1,0,9,11,4,3,13,7,6,7,1,1,0,0,0,0,1
"2301",0,0,0,0,9,7,3,2,10,14,3,6,2,2,0,0,0,1,0
"2302",3,6,1,2,17,12,7,8,7,16,8,2,1,3,0,0,1,0,0
"2303",0,1,0,0,16,7,2,2,14,5,11,4,2,1,0,0,1,0,0
"2304",3,3,1,1,18,12,4,7,12,19,11,4,1,3,0,0,0,1,0
"2305",1,0,1,0,18,16,5,6,8,9,4,6,1,2,0,0,0,0,1
"2306",3,0,2,0,15,16,8,2,10,8,0,7,1,2,0,0,0,0,1
"2307",1,3,1,1,4,18,2,8,11,13,2,9,2,1,0,0,1,0,0
"2308",2,1,2,0,11,9,4,3,9,10,3,7,1,4,0,0,0,0,1
"2309",1,1,1,1,9,24,3,6,14,6,5,10,3,1,0,0,0,1,0
"2310",0,3,0,1,7,17,1,8,14,11,7,3,0,4,0,0,1,0,0
"2311",2,2,0,1,15,15,6,8,11,15,0,3,3,4,0,0,0,1,0
"2312",4,2,1,1,29,11,9,2,12,11,7,4,0,3,0,0,0,0,1
"2313",0,0,0,0,14,11,3,3,12,10,5,5,2,3,0,0,0,1,0
"2314",0,1,0,1,18,5,1,1,9,10,7,6,2,1,0,0,1,0,0
"2315",4,0,2,0,10,9,7,4,15,7,5,5,0,2,0,0,0,0,1
"2316",0,1,0,0,24,8,4,1,8,15,13,3,3,0,0,0,1,0,0
"2317",2,2,1,1,6,15,1,6,10,13,5,5,5,1,0,0,0,1,0
"2318",0,2,0,1,11,11,1,4,12,8,9,1,2,3,0,0,1,0,0
"2319",4,0,3,0,19,9,9,2,11,8,3,1,1,0,0,0,0,0,1
"2320",2,2,1,0,11,16,6,4,12,7,3,10,3,1,0,0,0,1,0
"2321",0,3,0,3,6,9,2,3,11,9,5,5,1,3,0,0,1,0,0
"2322",0,0,0,0,17,14,6,6,14,14,5,1,1,2,0,0,0,1,0
"2323",2,2,0,0,25,10,7,3,11,11,4,2,4,2,0,0,0,1,0
"2324",2,2,1,1,21,8,5,4,6,15,10,1,2,4,0,0,0,1,0
"2325",0,1,0,0,5,11,2,4,11,15,2,4,0,4,1,0,1,0,0
"2326",3,1,2,1,13,11,7,5,16,11,7,5,4,1,0,0,0,0,1
"2327",2,3,1,1,17,10,6,3,8,13,7,1,2,2,0,0,1,0,0
"2328",5,3,1,2,15,16,5,5,11,9,2,4,1,1,0,1,0,0,1
"2329",1,1,0,0,16,6,4,2,16,12,14,2,3,4,1,0,0,1,0
"2330",0,1,0,0,7,10,1,4,12,7,9,7,2,2,0,0,1,0,0
"2331",1,1,0,0,16,6,6,4,7,16,15,5,3,6,0,0,0,1,0
"2332",3,0,1,0,17,7,8,1,11,9,9,2,2,2,0,0,0,0,1
"2333",2,0,0,0,16,7,6,1,14,9,6,6,0,2,0,0,0,0,1
"2334",2,4,2,2,10,20,5,6,10,6,3,8,0,2,0,0,1,0,0
"2335",1,1,0,0,24,11,8,5,8,9,8,2,2,1,0,0,0,1,0
"2336",2,1,2,1,8,13,3,4,10,12,7,10,1,3,1,0,0,0,1
"2337",2,1,0,0,19,10,9,2,12,11,6,3,2,1,0,0,0,0,1
"2338",0,0,0,0,15,7,3,1,13,15,10,1,2,1,0,1,0,1,0
"2339",4,0,2,0,20,10,6,2,7,9,10,2,1,2,0,0,0,0,1
"2340",1,0,1,0,12,16,3,1,20,15,2,10,1,2,0,0,0,0,1
"2341",0,2,0,0,6,27,1,7,4,6,0,7,0,1,0,0,1,0,0
"2342",2,0,0,0,15,11,2,2,6,14,6,7,1,2,0,0,0,0,1
"2343",2,2,2,1,15,10,6,4,16,12,9,3,2,2,0,0,0,1,0
"2344",2,1,1,0,19,8,7,4,12,15,5,5,2,2,0,0,0,0,1
"2345",3,1,2,1,8,11,3,5,10,17,7,4,3,4,0,0,0,0,1
"2346",2,2,1,1,11,9,5,4,11,15,3,1,1,3,0,0,0,1,0
"2347",2,0,1,0,5,10,3,0,14,10,2,2,4,3,0,0,0,0,1
"2348",2,1,1,0,15,10,4,6,18,11,11,6,4,3,0,0,0,0,1
"2349",1,0,1,0,9,7,4,3,15,9,10,5,2,1,0,0,0,0,1
"2350",2,0,1,0,11,10,3,3,10,11,7,5,2,2,0,0,0,0,1
"2351",2,2,1,1,25,4,9,4,9,13,10,0,2,2,0,0,0,1,0
"2352",1,3,0,0,17,22,3,6,3,10,5,7,0,1,0,0,1,0,0
"2353",1,2,0,1,7,14,4,5,13,7,3,2,1,1,1,1,1,0,0
"2354",3,0,1,0,15,10,6,2,11,16,3,4,2,2,0,0,0,0,1
"2355",4,1,2,1,20,19,12,7,11,9,3,4,1,2,0,1,0,0,1
"2356",1,0,0,0,19,7,6,2,13,15,10,7,0,3,0,0,0,0,1
"2357",8,0,3,0,20,12,11,1,11,8,5,6,1,3,0,0,0,0,1
"2358",2,3,0,0,15,15,6,5,10,15,7,2,2,3,0,0,1,0,0
"2359",2,1,1,1,17,13,3,5,17,7,3,5,4,1,0,0,0,0,1
"2360",2,2,1,0,8,22,2,7,6,8,0,11,1,2,0,0,0,1,0
"2361",0,0,0,0,17,6,4,3,12,17,14,1,3,2,0,0,0,1,0
"2362",1,0,1,0,20,8,2,1,10,12,6,3,0,2,0,0,0,0,1
"2363",0,2,0,1,11,15,3,5,11,9,3,3,3,3,0,0,1,0,0
"2364",2,0,1,0,7,9,3,4,7,10,2,2,0,0,0,0,0,0,1
"2365",2,2,0,2,17,8,4,6,14,8,6,3,3,1,0,0,0,1,0
"2366",2,1,1,0,12,21,4,5,12,14,4,8,2,1,0,0,0,0,1
"2367",1,3,1,2,14,15,3,6,12,7,5,4,4,2,0,0,1,0,0
"2368",1,1,0,0,19,9,7,4,13,14,4,7,3,5,0,1,0,1,0
"2369",1,2,1,0,17,8,2,2,9,12,10,2,2,4,0,0,1,0,0
"2370",2,0,1,0,11,15,4,6,11,14,2,4,0,2,0,0,0,0,1
"2371",3,0,0,0,32,6,13,2,5,9,18,1,0,1,0,0,0,0,1
"2372",2,1,1,0,18,7,8,1,8,12,13,2,0,0,0,0,0,0,1
"2373",0,0,0,0,17,8,3,0,10,15,11,0,2,3,0,1,0,1,0
"2374",0,1,0,1,8,10,1,3,6,9,7,4,1,0,0,0,1,0,0
"2375",0,1,0,0,14,8,5,3,5,12,8,3,0,1,0,0,1,0,0
"2376",1,0,0,0,14,6,3,3,13,8,7,2,4,3,0,0,0,0,1
"2377",2,2,1,0,21,10,6,2,14,13,9,2,1,1,0,0,0,1,0
"2378",1,2,1,0,12,18,1,7,12,11,3,9,3,3,1,0,1,0,0
"2379",1,0,0,0,16,9,6,2,15,9,7,4,3,1,0,1,0,0,1
"2380",1,3,0,1,9,8,1,7,12,19,11,2,0,3,1,0,1,0,0
"2381",1,0,0,0,14,12,3,1,17,17,7,1,6,4,0,0,0,0,1
"2382",1,2,1,1,12,15,4,5,9,12,5,7,2,5,0,0,1,0,0
"2383",1,0,0,0,23,6,5,1,8,12,11,4,1,3,0,0,0,0,1
"2384",2,2,1,1,17,23,4,6,9,10,7,7,4,2,0,0,0,1,0
"2385",2,0,0,0,18,5,6,0,10,12,13,4,2,2,0,0,0,0,1
"2386",0,0,0,0,21,12,5,4,9,10,13,2,0,3,0,0,0,1,0
"2387",1,1,0,0,10,16,3,7,11,13,5,4,1,2,0,0,0,1,0
"2388",2,1,0,0,11,12,5,4,10,16,6,10,5,5,0,0,0,0,1
"2389",1,2,0,2,14,11,4,4,20,13,5,5,3,2,1,0,1,0,0
"2390",0,2,0,1,10,8,2,3,12,6,7,4,0,0,0,0,1,0,0
"2391",1,2,0,0,23,12,9,2,12,8,11,5,2,1,0,0,1,0,0
"2392",2,0,2,0,21,5,8,1,7,9,15,0,1,0,0,1,0,0,1
"2393",2,1,1,0,14,14,4,3,10,13,1,5,2,3,0,0,0,0,1
"2394",0,0,0,0,13,10,4,5,18,12,6,9,2,3,0,0,0,1,0
"2395",2,1,1,1,23,8,10,3,13,9,7,3,2,1,0,0,0,0,1
"2396",1,0,0,0,14,13,6,4,12,15,16,7,2,3,0,0,0,0,1
"2397",1,2,1,2,25,5,4,4,10,9,14,0,2,2,0,0,1,0,0
"2398",3,1,1,1,15,12,5,1,21,10,4,3,1,2,0,0,0,0,1
"2399",1,2,1,0,10,23,2,6,15,9,3,9,3,1,1,0,1,0,0
"2400",1,1,1,0,7,15,1,4,15,17,2,8,1,2,0,0,0,1,0
"2401",1,1,0,1,11,18,4,7,8,8,1,5,3,4,0,0,0,1,0
"2402",1,0,0,0,16,13,3,4,11,9,5,5,0,3,0,0,0,0,1
"2403",3,0,2,0,12,4,6,2,12,12,7,0,2,2,0,0,0,0,1
"2404",3,2,2,1,32,19,6,5,8,17,11,5,3,2,0,0,0,0,1
"2405",0,0,0,0,12,24,3,6,13,10,2,8,3,2,0,0,0,1,0
"2406",1,1,1,1,18,11,4,5,6,12,4,6,0,2,0,0,0,1,0
"2407",0,1,0,0,9,17,1,5,9,10,4,4,2,1,0,0,1,0,0
"2408",1,0,0,0,12,7,3,1,9,16,6,2,3,2,0,1,0,0,1
"2409",0,3,0,0,13,15,4,6,10,13,8,6,1,2,0,1,1,0,0
"2410",2,1,2,1,13,10,6,5,15,5,3,4,5,1,0,0,0,0,1
"2411",1,1,1,0,12,11,2,4,12,12,2,5,2,2,0,0,0,1,0
"2412",0,1,0,1,17,5,5,3,16,15,8,2,2,2,0,0,1,0,0
"2413",1,3,1,1,20,11,4,3,11,10,7,4,1,2,1,0,1,0,0
"2414",2,1,1,1,10,5,3,4,8,13,2,2,2,4,0,0,0,0,1
"2415",2,0,0,0,18,5,7,1,8,12,9,2,2,2,0,0,0,0,1
"2416",1,2,1,2,23,11,5,6,11,17,7,3,2,1,0,0,1,0,0
"2417",1,0,0,0,19,6,8,1,7,14,9,4,0,2,0,0,0,0,1
"2418",3,0,2,0,12,10,8,2,9,9,1,6,1,1,0,0,0,0,1
"2419",1,1,1,0,13,8,5,1,8,12,6,4,1,1,0,0,0,1,0
"2420",1,4,1,2,8,15,2,4,9,8,2,0,1,1,0,0,1,0,0
"2421",0,0,0,0,12,6,2,3,10,16,3,2,1,1,0,0,0,1,0
"2422",0,0,0,0,15,7,2,1,12,15,5,7,1,3,0,0,0,1,0
"2423",1,0,1,0,19,9,3,2,8,11,11,7,3,3,0,0,0,0,1
"2424",2,1,0,0,9,26,3,8,8,6,1,10,2,3,1,0,0,0,1
"2425",2,0,0,0,11,15,6,3,12,12,3,11,1,1,1,0,0,0,1
"2426",3,2,3,0,13,15,4,6,17,14,3,9,3,2,0,1,0,0,1
"2427",0,0,0,0,14,16,3,4,11,10,2,12,1,0,0,0,0,1,0
"2428",2,1,1,1,16,10,7,4,9,14,5,5,4,4,0,1,0,0,1
"2429",3,1,1,1,15,11,7,2,11,18,7,4,0,1,0,1,0,0,1
"2430",1,2,1,1,15,3,4,2,12,9,5,1,2,1,0,0,1,0,0
"2431",4,1,1,0,17,10,4,4,14,15,9,6,2,2,0,0,0,0,1
"2432",1,0,0,0,7,15,2,4,15,11,2,5,1,3,0,0,0,0,1
"2433",2,0,1,0,12,8,3,0,13,13,5,4,3,3,0,1,0,0,1
"2434",1,1,1,1,10,7,3,3,12,11,9,8,2,0,0,0,0,1,0
"2435",0,1,0,1,7,9,1,4,15,13,8,2,0,2,0,0,1,0,0
"2436",1,1,1,1,13,19,4,8,11,18,6,8,2,2,0,0,0,1,0
"2437",1,0,0,0,13,7,5,2,17,12,4,2,4,2,0,1,0,0,1
"2438",3,0,2,0,11,19,6,9,13,14,2,7,4,3,0,0,0,0,1
"2439",1,2,0,1,15,10,3,4,7,17,7,9,3,4,0,0,1,0,0
"2440",3,1,2,0,13,17,5,4,11,12,1,8,1,1,0,0,0,0,1
"2441",1,1,1,0,10,16,4,9,9,10,3,9,1,1,1,0,0,1,0
"2442",0,1,0,1,11,13,3,3,14,16,4,5,2,2,0,0,1,0,0
"2443",3,0,0,0,15,6,3,1,17,5,8,6,2,1,0,0,0,0,1
"2444",3,2,1,2,17,16,7,6,16,8,5,11,1,0,0,0,0,0,1
"2445",3,0,1,0,11,13,3,4,11,10,4,6,1,1,0,0,0,0,1
"2446",2,1,2,1,23,9,6,5,9,8,9,6,1,0,0,0,0,0,1
"2447",2,0,1,0,10,10,2,4,8,17,9,4,0,3,0,0,0,0,1
"2448",2,2,1,1,27,7,10,3,6,14,10,6,0,3,1,0,0,1,0
"2449",0,1,0,0,15,16,7,3,15,15,7,1,4,4,0,0,1,0,0
"2450",0,2,0,1,13,15,2,6,11,4,6,5,3,0,0,0,1,0,0
"2451",2,1,1,0,15,16,5,2,6,15,6,2,1,4,1,0,0,0,1
"2452",0,1,0,0,16,10,0,3,7,5,8,2,0,1,0,0,1,0,0
"2453",2,0,1,0,28,6,9,0,8,14,8,6,0,3,0,0,0,0,1
"2454",1,3,0,1,11,13,4,6,15,10,8,4,1,0,0,0,1,0,0
"2455",0,1,0,1,16,12,5,2,9,15,9,3,2,3,0,0,1,0,0
"2456",1,2,0,1,22,8,6,3,10,14,11,1,1,2,0,0,1,0,0
"2457",3,1,2,0,9,8,4,4,16,9,4,5,1,2,0,0,0,0,1
"2458",1,3,1,1,12,13,3,5,12,6,10,4,4,2,0,0,1,0,0
"2459",1,0,1,0,7,11,2,3,17,12,4,0,1,4,0,0,0,0,1
"2460",1,3,0,3,18,9,6,5,5,9,10,6,0,1,0,0,1,0,0
"2461",0,0,0,0,14,15,3,3,4,11,4,4,1,4,1,0,0,1,0
"2462",0,1,0,1,18,4,5,2,12,12,7,1,0,1,1,1,1,0,0
"2463",2,2,2,0,17,12,6,3,18,9,10,3,4,1,0,0,0,1,0
"2464",3,2,1,1,13,9,6,2,13,8,8,3,2,2,0,0,0,0,1
"2465",0,0,0,0,11,10,3,3,11,17,9,4,2,1,0,0,0,1,0
"2466",1,1,1,1,9,7,1,1,23,14,4,6,2,2,1,0,0,1,0
"2467",2,0,0,0,13,15,3,4,11,14,5,3,0,2,0,0,0,0,1
"2468",0,0,0,0,9,9,4,5,11,19,3,6,2,4,0,0,0,1,0
"2469",1,2,0,2,14,21,4,7,12,13,7,8,3,3,0,0,1,0,0
"2470",4,1,1,0,21,11,11,4,8,5,6,3,1,0,0,0,0,0,1
"2471",0,0,0,0,14,6,3,0,11,12,5,2,1,1,0,0,0,1,0
"2472",2,0,2,0,14,9,5,3,16,15,4,8,2,3,0,1,0,0,1
"2473",2,2,2,0,18,16,6,3,13,10,4,5,2,2,0,0,0,1,0
"2474",3,2,0,0,32,4,12,4,14,7,10,4,2,3,0,0,0,0,1
"2475",3,3,2,1,10,15,4,4,12,13,5,5,2,4,0,0,0,1,0
"2476",1,1,1,0,24,25,6,6,22,5,4,9,4,0,0,1,0,1,0
"2477",2,0,1,0,13,11,6,6,14,7,2,7,2,1,0,0,0,0,1
"2478",1,1,1,1,11,6,2,2,8,12,11,7,0,0,0,0,0,1,0
"2479",5,3,3,1,11,19,8,7,14,10,5,3,3,1,0,0,0,0,1
"2480",1,1,1,1,8,14,3,3,6,13,0,1,1,0,0,0,0,1,0
"2481",2,1,2,1,18,17,7,7,14,9,10,6,2,2,0,0,0,0,1
"2482",2,0,1,0,9,11,5,5,13,13,7,4,2,3,0,0,0,0,1
"2483",2,1,0,0,21,9,7,5,9,14,4,6,5,3,0,0,0,0,1
"2484",1,1,0,0,11,18,4,2,9,10,4,9,1,2,0,0,0,1,0
"2485",1,0,1,0,11,12,3,1,18,6,6,6,1,1,1,1,0,0,1
"2486",0,1,0,1,5,21,1,4,12,11,6,6,1,4,1,0,1,0,0
"2487",1,1,0,1,19,11,3,5,9,7,4,5,0,1,0,0,0,1,0
"2488",1,0,0,0,9,12,3,2,5,13,5,2,1,0,0,0,0,0,1
"2489",3,0,2,0,14,7,6,2,11,11,9,1,0,3,0,0,0,0,1
"2490",0,1,0,0,10,9,0,1,9,10,3,5,2,3,0,0,1,0,0
"2491",0,2,0,1,15,12,4,5,13,11,9,5,1,1,0,0,1,0,0
"2492",2,3,2,1,7,11,4,4,10,20,5,7,1,3,0,0,1,0,0
"2493",0,1,0,0,7,13,3,3,9,6,6,5,1,0,0,0,1,0,0
"2494",1,2,1,1,16,5,3,3,9,8,9,0,0,2,0,0,1,0,0
"2495",0,2,0,0,18,12,4,7,12,10,3,3,3,2,0,0,1,0,0
"2496",0,5,0,4,11,21,0,11,9,13,1,2,0,0,0,0,1,0,0
"2497",2,1,1,1,25,8,8,4,14,8,6,6,1,2,0,0,0,0,1
"2498",0,2,0,1,12,9,4,3,12,5,16,3,3,3,0,0,1,0,0
"2499",3,0,0,0,17,9,6,3,5,14,4,7,1,3,0,0,0,0,1
"2500",0,0,0,0,17,5,4,0,11,12,8,1,3,2,0,0,0,1,0
"2501",1,1,1,1,3,10,2,5,12,14,1,4,0,2,0,0,0,1,0
"2502",0,1,0,1,13,14,3,2,12,14,6,1,0,3,0,0,1,0,0
"2503",0,3,0,1,13,12,8,5,15,13,3,3,4,1,0,0,1,0,0
"2504",2,0,0,0,21,7,7,2,12,12,5,7,1,1,0,0,0,0,1
"2505",3,1,3,0,12,4,5,1,8,12,4,3,0,1,0,0,0,0,1
"2506",3,1,2,1,15,14,3,4,11,12,3,5,2,2,0,0,0,0,1
"2507",2,0,2,0,8,13,3,4,12,12,6,3,3,1,0,0,0,0,1
"2508",0,3,0,2,13,14,4,4,8,13,6,3,2,1,0,0,1,0,0
"2509",5,0,1,0,13,9,8,2,6,10,7,7,0,2,0,0,0,0,1
"2510",0,1,0,0,15,6,6,1,11,9,9,0,1,1,1,0,1,0,0
"2511",1,2,0,1,8,12,1,5,8,7,7,7,3,2,0,0,1,0,0
"2512",0,0,0,0,6,17,1,6,11,7,3,6,4,1,0,0,0,1,0
"2513",0,1,0,0,19,14,5,2,15,6,8,6,4,1,0,0,1,0,0
"2514",1,1,0,1,18,7,5,3,9,8,13,1,2,4,0,0,0,1,0
"2515",0,1,0,0,12,16,3,5,13,16,3,4,2,2,0,0,1,0,0
"2516",1,1,0,1,16,4,7,1,11,13,7,1,3,4,0,0,0,1,0
"2517",2,1,0,1,23,7,8,3,8,12,10,3,3,5,0,0,0,0,1
"2518",2,2,2,1,12,12,5,5,10,15,5,6,0,4,0,0,0,1,0
"2519",1,1,0,0,9,7,3,3,14,17,5,8,2,4,0,0,0,1,0
"2520",1,1,0,0,13,18,6,6,7,13,9,9,2,2,0,1,0,1,0
"2521",2,1,2,0,17,11,7,4,13,14,6,6,2,2,0,0,0,0,1
"2522",2,0,1,0,10,11,4,4,16,11,3,7,1,2,0,0,0,0,1
"2523",3,2,1,1,16,14,7,5,13,17,5,7,3,6,0,0,0,0,1
"2524",0,2,0,2,16,19,5,4,8,12,8,4,2,3,0,0,1,0,0
"2525",1,0,0,0,21,7,7,4,8,13,10,2,3,3,0,1,0,0,1
"2526",1,1,0,1,7,5,3,1,10,11,5,2,1,2,0,0,0,1,0
"2527",3,1,2,1,11,13,7,3,15,8,5,8,4,3,0,0,0,0,1
"2528",0,0,0,0,21,4,7,1,12,11,8,2,2,1,0,1,0,1,0
"2529",1,4,1,1,17,14,5,8,6,11,3,2,1,2,0,0,1,0,0
"2530",2,0,0,0,11,10,4,3,11,12,5,4,2,1,0,0,0,0,1
"2531",1,2,1,1,3,11,2,6,11,14,11,3,1,3,1,0,1,0,0
"2532",1,1,1,0,14,10,5,5,9,9,7,7,1,2,1,0,0,1,0
"2533",1,2,0,2,22,12,3,4,15,14,10,1,1,3,0,0,1,0,0
"2534",2,1,1,1,16,8,6,3,18,16,5,7,0,4,0,1,0,0,1
"2535",5,0,3,0,16,8,9,1,9,8,7,3,3,2,0,0,0,0,1
"2536",0,0,0,0,13,5,2,1,11,12,11,2,1,2,0,0,0,1,0
"2537",2,1,1,1,11,18,6,3,6,15,4,10,2,4,0,0,0,0,1
"2538",2,2,0,0,18,15,3,4,7,6,4,7,0,1,0,0,0,1,0
"2539",0,2,0,1,13,6,5,4,11,14,6,1,2,3,0,0,1,0,0
"2540",2,2,0,1,27,12,8,5,6,12,7,9,0,2,0,0,0,1,0
"2541",0,1,0,0,13,8,6,2,14,8,6,4,0,0,0,0,1,0,0
"2542",2,0,0,0,30,5,10,3,6,11,13,1,1,1,0,1,0,0,1
"2543",1,0,1,0,14,13,5,3,6,16,9,5,1,5,0,0,0,0,1
"2544",1,0,0,0,17,1,2,0,9,10,5,2,2,2,0,0,0,0,1
"2545",1,0,1,0,7,12,3,2,10,17,2,3,2,1,0,0,0,0,1
"2546",1,3,0,1,22,12,5,5,12,19,11,7,2,2,0,1,1,0,0
"2547",2,0,1,0,17,8,4,2,12,5,8,9,2,0,0,0,0,0,1
"2548",2,1,1,1,11,8,5,1,8,16,3,0,1,3,0,0,0,0,1
"2549",2,1,1,0,16,3,8,1,15,13,0,3,2,4,0,0,0,0,1
"2550",1,1,1,0,15,9,5,3,9,15,6,4,2,6,0,0,0,1,0
"2551",1,0,0,0,23,9,3,3,11,10,10,2,0,2,0,0,0,0,1
"2552",2,0,1,0,20,9,8,1,8,14,6,5,0,1,0,0,0,0,1
"2553",2,0,1,0,22,6,9,2,11,3,10,3,0,1,0,0,0,0,1
"2554",0,1,0,0,9,11,2,5,6,14,4,1,1,2,0,0,1,0,0
